"myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
0.708,0.192377948308391,0.416,0.281303191564555,0.778,0.416,"2","CWF19L1"
0.708,0.342452006653959,0.416,0.496299393495769,0.81,0.461,"2","TMEM254"
0.708,0.253236267768887,0.416,0.366460898346471,0.968,0.757,"2","PIK3R3"
0.707,0.581497220303256,0.414,0.85334327502496,1,0.998,"2","TBC1D8B"
0.707,2.95117819952538,0.414,4.32062425728483,0.46,0.045,"2","SHH"
0.707,1.04109138847241,0.414,1.50696444868444,0.746,0.431,"2","C6orf211"
0.707,0.205963523291792,0.414,0.299990886584346,0.857,0.467,"2","MRPL44"
0.707,0.425152638817037,0.414,0.61900092298496,0.81,0.339,"2","RNU2-1.10"
0.707,0.339742271259402,0.414,0.495540822300431,0.81,0.335,"2","RNU2-1.7"
0.707,0.339742271259402,0.414,0.495540822300431,0.81,0.335,"2","RNU2-1.6"
0.707,0.339742271259402,0.414,0.495540822300431,0.81,0.335,"2","RNU2-1.5"
0.707,0.339742271259402,0.414,0.495540822300431,0.81,0.335,"2","RNU2-1.4"
0.707,0.388565161508274,0.414,0.566167516797935,0.81,0.337,"2","RNU2-1.2"
0.707,0.418288794171266,0.414,0.603545138297646,1,0.991,"2","SRP14"
0.707,0.794045987677917,0.414,1.21819811886109,1,0.987,"2","L2HGDH"
0.707,0.216636038934075,0.414,0.316907482504135,0.921,0.557,"2","MZT1"
0.707,0.28416383693648,0.414,0.545205463079367,1,1,"2","HELLPAR"
0.707,0.438096831983922,0.414,0.634873660980531,0.778,0.382,"2","TROAP"
0.707,0.437307892729498,0.414,0.630912141765556,1,1,"2","RP11-386G11.10"
0.707,0.350569682064288,0.414,0.517553752091519,0.937,0.638,"2","SF3B4"
0.707,1.27666962658206,0.414,1.85334492477568,0.683,0.31,"2","RWDD3"
0.707,0.398604828036231,0.414,0.681748234352211,0.54,0.135,"2","RP4-694A7.2"
0.706,0.489694858574488,0.412,0.710749403739124,0.825,0.431,"2","RFC2"
0.706,0.39932558695764,0.412,0.588676608630062,0.857,0.494,"2","FAM175A"
0.706,0.163229541038385,0.412,0.247161187790517,0.857,0.467,"2","AP1B1"
0.706,0.231373231772498,0.412,0.335079661122385,1,0.998,"2","FSIP2"
0.706,0.223200464849683,0.412,0.329853142657988,0.905,0.618,"2","pk"
0.706,0.323932759134432,0.412,0.468828581375201,0.937,0.64,"2","GPN1"
0.706,0.464181077105258,0.412,0.674204311347371,0.921,0.674,"2","ZNF43"
0.706,0.324379588955335,0.412,0.473824506035781,0.794,0.425,"2","CTC-260E6.6"
0.706,0.345194118059617,0.412,0.503393525003838,0.81,0.335,"2","RNU2-1.8"
0.706,0.423816706231656,0.412,0.615232081171682,0.698,0.281,"2","NT5C3B"
0.706,0.391180892291851,0.412,0.567798964297762,0.762,0.409,"2","LHFP"
0.706,0.231979799361173,0.412,0.335248738210575,0.968,0.654,"2","NR2C1"
0.706,0.591944002695092,0.412,0.860593632676977,0.81,0.398,"2","MRPL11"
0.706,1.16606436497543,0.412,1.68627013346248,0.905,0.697,"2","VPS26A"
0.705,0.440372818846433,0.41,0.636555364191279,0.968,0.703,"2","STOML2"
0.705,1.2550689661396,0.41,1.82889739764283,0.937,0.618,"2","RIMS2"
0.705,0.480195236482897,0.41,0.848247829071697,0.651,0.249,"2","HLA-H"
0.705,0.36606498731085,0.41,0.529230436625909,0.81,0.371,"2","HIST1H1B"
0.705,0.574080318936927,0.41,0.857058992271082,0.508,0.101,"2","PCSK1"
0.705,0.461449927335947,0.41,0.675329074257239,0.873,0.584,"2","GUSBP9"
0.705,0.191670492284083,0.41,0.276677087273029,1,0.818,"2","OSTC"
0.705,0.4518707367332,0.41,0.652586479301345,0.984,0.809,"2","ADH5"
0.705,0.78452513022549,0.41,1.14437529879381,0.667,0.31,"2","RPL39L"
0.705,0.644140338510056,0.41,0.934044343684915,0.857,0.557,"2","THOC7"
0.705,1.26664471734142,0.41,2.04774364421925,0.587,0.182,"2","AC091492.2"
0.705,0.408149009116432,0.41,0.591341060402308,0.968,0.658,"2","JAM2"
0.705,0.551653075642822,0.41,0.799487399468466,0.937,0.672,"2","MSH2"
0.705,0.387691319845905,0.41,0.564190667163422,0.841,0.454,"2","PTRHD1"
0.705,0.960989007281292,0.41,1.40928973099582,0.825,0.454,"2","ZFP30"
0.705,0.473243551488794,0.41,0.683912934622519,0.952,0.742,"2","THOC1"
0.705,0.333370613462292,0.41,0.505391906441933,1,0.62,"2","MTRNR2L1"
0.705,0.490310789098461,0.41,0.712900074024749,1,1,"2","RP11-346D14.1"
0.705,0.376866541303439,0.41,0.54508684411867,1,0.921,"2","SNRPF"
0.705,0.526453278755369,0.41,0.772017037186758,0.968,0.663,"2","RP11-887P2.3"
0.705,0.679029256778212,0.41,1.55321033805808,0.825,0.56,"2","COLCA1"
0.705,1.52916152145598,0.41,2.29253739136789,0.54,0.137,"2","RP11-365O16.1"
0.705,1.16255424000581,0.41,1.68542870637442,0.841,0.555,"2","UCHL5"
0.705,0.136462195572611,0.41,0.197442302681665,0.968,0.654,"2","ACADM"
0.704,0.40524104589862,0.408,0.584674928871655,1,0.982,"2","RPL39"
0.704,0.612662255271496,0.408,0.884650658781046,0.984,0.807,"2","SH3BGRL"
0.704,0.0855831160477196,0.408,0.123964102003963,0.921,0.602,"2","MCM4"
0.704,0.403122001330285,0.408,0.588741283890042,0.667,0.256,"2","RP11-11N9.4"
0.704,0.291651942322395,0.408,0.423825543870163,0.889,0.562,"2","SLC35B4"
0.704,0.760707855593272,0.408,1.10537127043902,0.984,0.73,"2","POLR2J4.1"
0.704,0.611934970041929,0.408,0.896126204613807,0.635,0.238,"2","MAATS1"
0.704,1.01305370626968,0.408,1.51131914320519,0.778,0.366,"2","EMC3-AS1"
0.704,0.387508152165925,0.408,0.560054026088952,0.952,0.778,"2","CRYZL1"
0.704,0.741869731404184,0.408,1.07690172290465,0.81,0.49,"2","RBBP8"
0.704,0.102088828783356,0.408,0.14817492131008,0.968,0.611,"2","GPS2"
0.704,0.253869866533563,0.408,0.36961963756346,0.984,0.78,"2","MRPL57"
0.704,0.537701202512026,0.408,0.900012908037673,0.794,0.362,"2","RP11-864N7.2"
0.704,0.771724903496515,0.408,1.1234640825669,0.937,0.742,"2","CD82"
0.704,0.58953755726115,0.408,0.853336722058937,0.81,0.47,"2","CCBL2"
0.703,1.6317444068449,0.406,2.54009047164529,0.46,0.058,"2","HTR2C"
0.703,1.50871149301138,0.406,2.2398630319694,0.508,0.101,"2","C9orf116"
0.703,0.827358411078206,0.406,1.19828114311048,0.937,0.694,"2","LSM8"
0.703,0.475463215155425,0.406,0.686308898905926,1,0.964,"2","QKI"
0.703,0.964465545304297,0.406,1.40572383052253,0.698,0.321,"2","CENPQ"
0.703,0.617432194236742,0.406,0.894468836240418,0.873,0.578,"2","UBLCP1"
0.703,0.674293596629307,0.406,1.02617090968939,0.984,0.924,"2","UGT8"
0.703,0.404759149184605,0.406,0.586128891630858,0.952,0.645,"2","GPX1"
0.703,0.77706501107823,0.406,1.20476339806229,0.841,0.494,"2","CCDC117"
0.703,0.130752044291214,0.406,0.189445881815284,0.952,0.721,"2","ACAA2"
0.703,0.288750836752904,0.406,0.420631761765788,0.746,0.369,"2","BLMH"
0.703,0.576674980024396,0.406,0.836643071334487,0.762,0.409,"2","PHYH"
0.703,0.951434329051239,0.406,1.37307050121158,0.984,0.874,"2","CDC42BPA"
0.703,0.615176234808361,0.406,0.903867449393737,0.778,0.407,"2","TYW3"
0.702,0.313713863655597,0.404,0.454651456943019,0.937,0.602,"2","PBDC1"
0.702,0.361257563629102,0.404,0.52678492160757,0.952,0.793,"2","PDIA4"
0.702,0.339916277160015,0.404,0.493950237974642,0.905,0.658,"2","CUL1"
0.702,0.598309732421756,0.404,0.890128094580523,0.603,0.225,"2","ANKRD6"
0.702,0.334452657071943,0.404,0.500726024010277,0.635,0.236,"2","KIFC1"
0.702,0.326945979393957,0.404,0.485275171843712,0.778,0.382,"2","HLA-A"
0.702,0.676569277755055,0.404,0.977690873774337,0.952,0.798,"2","PAIP1"
0.702,0.479000702172534,0.404,0.693913195709091,0.921,0.656,"2","DNAJC19"
0.702,0.500662753936738,0.404,0.723596087880042,0.905,0.613,"2","ACTL6A"
0.702,0.442767812077059,0.404,0.740548734509397,0.984,0.593,"2","HNRNPA3P6"
0.702,0.422643065227234,0.404,0.610533426491783,1,0.874,"2","PSMD14"
0.702,0.413798529107388,0.404,0.599009276462713,0.873,0.607,"2","NFU1"
0.702,0.233234233350278,0.404,0.338902128721462,0.81,0.353,"2","GEMIN7"
0.702,0.46590565847539,0.404,0.682308541948305,0.873,0.566,"2","GJC1"
0.702,0.402057030344072,0.404,0.625870790631551,0.698,0.285,"2","RP11-529K1.3"
0.702,0.511632419186265,0.404,0.763874184655307,0.651,0.252,"2","REC8"
0.702,0.463645055018662,0.404,0.670988747581516,0.905,0.524,"2","NUP37"
0.702,0.202266643522954,0.404,0.294848653977859,0.73,0.308,"2","TARBP2"
0.702,0.615696136630113,0.404,0.890058194360819,1,0.903,"2","SLC38A1"
0.702,0.196217780566912,0.404,0.28399891886804,0.984,0.742,"2","UBXN1"
0.702,0.229507611552195,0.404,0.363676745320846,0.825,0.499,"2","PDE3B"
0.702,0.73659364347542,0.404,1.09160618684247,0.698,0.357,"2","DARS2"
0.702,0.330809315881297,0.404,0.478056612867116,1,0.755,"2","SNRNP40"
0.701,1.10289966859313,0.402,1.63742748285178,0.683,0.308,"2","ARHGEF39"
0.701,0.878556957000829,0.402,1.52093661699352,0.556,0.166,"2","DMRTA1"
0.701,0.181812484596981,0.402,0.263757148564763,0.841,0.461,"2","PPIL1"
0.701,0.481928256740885,0.402,0.702518445382163,0.937,0.701,"2","CENPC"
0.701,0.671178555210138,0.402,0.973750073019206,0.762,0.387,"2","SMIM4"
0.701,0.578751674886805,0.402,0.836045176752231,0.921,0.604,"2","SNHG17"
0.701,0.675685642568079,0.402,0.97885838182991,0.984,0.849,"2","XRN2"
0.701,0.457047552292414,0.402,0.787782083360856,0.683,0.265,"2","PRKACA"
0.701,0.550827680856205,0.402,0.804646617558753,0.619,0.225,"2","ECSIT"
0.701,0.378933997732561,0.402,0.548505176125738,1,0.917,"2","HNRNPM"
0.701,0.319992241981273,0.402,1.0211141152073,0.635,0.204,"2","AC005822.1"
0.701,0.487700372307606,0.402,0.703804653975396,1,0.948,"2","PSMA4"
0.701,0.631467214015439,0.402,0.917015581755512,0.73,0.312,"2","SNAPC5"
0.701,0.510263650995669,0.402,0.736993092695755,1,0.98,"2","MAPK1IP1L"
0.701,0.340161808554807,0.402,0.490780320299285,1,0.998,"2","HMGB1"
0.701,0.298674554668598,0.402,0.432217749885739,0.889,0.609,"2","ANAPC7"
0.701,0.572710916053102,0.402,0.829449609567712,0.952,0.755,"2","CAPRIN1"
0.701,0.245864314132529,0.402,0.358191679341971,0.746,0.436,"2","RNH1"
0.701,0.476871293472499,0.402,0.692004922791316,0.921,0.652,"2","GPBP1L1"
0.701,0.2724030720832,0.402,0.400042924804215,0.635,0.213,"2","APITD1"
0.995,7.29427196504672,0.99,10.6904856578234,1,0.285,"3","COL3A1"
0.995,4.96891563665614,0.99,7.20247962153155,1,0.069,"3","S100A11"
0.989,7.30272411950846,0.978,10.5757377972913,1,0.257,"3","DCN"
0.981,6.21038442602001,0.962,8.96806437502184,1,0.363,"3","LUM"
0.977,5.47905154271201,0.954,7.95657339285265,0.982,0.131,"3","MFAP4"
0.977,7.82619606267811,0.954,12.3831948221418,0.982,0.131,"3","POSTN"
0.976,4.3517169520044,0.952,6.29525977681715,0.982,0.279,"3","COL1A2"
0.972,5.78997584902952,0.944,8.6269838693465,0.982,0.361,"3","COL1A1"
0.964,3.46880183853317,0.928,5.13960849709609,0.982,0.168,"3","DDR2"
0.96,4.02205039151389,0.92,6.24934801483632,0.964,0.131,"3","BNC2"
0.958,4.00850233835193,0.916,6.95098759262431,0.946,0.15,"3","COL5A1"
0.95,2.31759543327603,0.9,3.34365304054963,1,0.996,"3","FTL"
0.945,4.59110459034835,0.89,7.26566487911509,0.929,0.117,"3","HAS2"
0.942,3.42777563383208,0.884,4.94922737407315,1,0.414,"3","ANXA2"
0.941,4.88483774040764,0.882,7.06029861874857,0.946,0.177,"3","LGALS1"
0.938,2.81031741972283,0.876,4.05527155640157,1,0.77,"3","B2M"
0.938,8.1370821428285,0.876,12.1045570739568,0.893,0.069,"3","H19"
0.936,3.23843707591139,0.872,4.67269527182554,1,0.869,"3","SPARC"
0.934,6.09956780385439,0.868,11.2043639040001,0.893,0.142,"3","COL6A3"
0.929,3.26466346185746,0.858,4.71264402945286,0.982,0.668,"3","IFITM3"
0.928,1.41057432755553,0.856,2.03509700872927,1,0.987,"3","RPL10"
0.928,3.5419093878685,0.856,5.12473974273326,0.911,0.173,"3","RBMS3"
0.928,3.56339913705146,0.856,5.4001804768068,0.911,0.208,"3","COL5A2"
0.928,1.45889287841122,0.856,2.10491977568739,1,0.987,"3","RPL23A"
0.928,2.5125861951852,0.856,3.6269420350292,1,0.98,"3","UBE2Q2P6.1"
0.925,2.90382532642519,0.85,4.2386809443813,0.964,0.338,"3","CDH11"
0.919,3.24255220864461,0.838,4.68611299560053,0.964,0.436,"3","TIMP1"
0.919,1.43288000389874,0.838,2.06725032396697,1,0.989,"3","RPS18"
0.918,6.01667888231048,0.836,9.4257227722099,0.875,0.113,"3","CRISPLD2"
0.918,2.32825510501985,0.836,4.01882168138748,0.893,0.119,"3","AHNAK"
0.918,2.88247410315618,0.836,4.16918127020133,0.946,0.456,"3","IFITM1"
0.916,3.25428752268333,0.832,4.70085577921454,1,0.67,"3","FN1"
0.914,2.42562964029024,0.828,3.62607115022625,0.964,0.531,"3","B4GALT1"
0.913,1.4700359314087,0.826,2.12088856564237,1,0.987,"3","RPL31"
0.913,3.57055010558271,0.826,5.24596116755172,0.893,0.135,"3","MMP2"
0.912,1.98824814235566,0.824,2.87027421699719,1,0.878,"3","PPIB"
0.907,1.30483239649081,0.814,1.88263072667584,1,0.987,"3","RPL30"
0.904,1.65139232097419,0.808,2.38559560001787,1,0.969,"3","CALR"
0.903,4.85677271985195,0.806,7.28896986035174,1,0.991,"3","SERPINB9"
0.902,4.55837324470332,0.804,6.68194405475848,0.875,0.128,"3","NID2"
0.898,1.12473812240813,0.796,1.62267645327014,1,0.987,"3","RPS27"
0.897,4.66808896470595,0.794,6.9911488572471,0.839,0.088,"3","TPM2"
0.897,1.96385643827792,0.794,2.83442066631923,1,0.821,"3","OSTC"
0.897,1.72423198310437,0.794,2.80235632180008,0.893,0.17,"3","FOSL2"
0.894,5.52961212366209,0.788,8.48577917034162,0.821,0.084,"3","SNAI2"
0.893,1.89615127509878,0.786,2.73650345129897,1,0.743,"3","LDHA"
0.891,3.75239096943688,0.782,5.63616372084891,0.839,0.146,"3","GXYLT2"
0.888,1.59880202689309,0.776,2.30731181216985,1,0.947,"3","OST4"
0.888,1.88487778972068,0.776,2.74414886278954,0.982,0.527,"3","MYADM"
0.887,1.1235474435151,0.774,1.62099763382379,1,0.996,"3","RPL15"
0.885,5.374590697813,0.77,8.10790191447708,0.804,0.082,"3","MME"
0.884,2.67174618512645,0.768,3.95933683928487,0.821,0.093,"3","DLC1"
0.883,1.49174005660052,0.766,2.15302011947441,1,0.967,"3","SEC31A"
0.883,2.89182406619631,0.766,4.17791943933164,0.946,0.518,"3","IFITM2"
0.88,1.56430753910905,0.76,2.26160349153646,1,0.768,"3","LAPTM4A"
0.88,3.75464851080509,0.76,5.66859531941334,0.839,0.115,"3","ZFP36"
0.88,2.26211287894108,0.76,3.2986894301343,0.911,0.279,"3","THBS1"
0.879,5.78073195147738,0.758,8.7722157077451,0.786,0.06,"3","TGFBI"
0.879,1.24962550377014,0.758,1.80305778887928,1,0.985,"3","TPT1"
0.878,1.12677462616738,0.756,1.62560500748538,1,1,"3","EEF1A1"
0.877,1.47997912236463,0.754,2.13580607540725,1,0.94,"3","ARF4"
0.877,2.21887509242208,0.754,3.22879242770265,0.929,0.265,"3","EMP3"
0.875,2.31597610300018,0.75,3.35229913063686,0.964,0.436,"3","GPX8"
0.875,5.6405875352212,0.75,8.30843105844056,0.786,0.077,"3","S100A10"
0.871,6.07514110110634,0.742,11.1545508194227,0.75,0.018,"3","PITX2"
0.87,4.21141443116514,0.74,6.26652028668556,0.786,0.086,"3","PDGFRB"
0.87,1.14859906595563,0.74,1.65713506101106,1,0.978,"3","RPS29"
0.868,1.14219993347055,0.736,1.65047424551793,1,0.976,"3","SH3D19"
0.867,1.69184074357819,0.734,2.44735854966121,0.964,0.695,"3","TMEM263"
0.866,1.66195191939256,0.732,2.39964698337471,1,0.896,"3","CALU"
0.866,2.02643438033193,0.732,2.93719817173235,0.893,0.25,"3","P4HA2"
0.865,2.26284406034375,0.73,3.27853467923404,0.946,0.613,"3","IL6ST"
0.865,1.47602692395844,0.73,2.12995087301561,1,0.914,"3","CD63"
0.864,1.83042435750891,0.728,2.65865925972582,0.964,0.467,"3","FAM114A1"
0.863,2.22954298435624,0.726,3.22038773528926,0.982,0.71,"3","MEST"
0.863,1.13752061577038,0.726,1.64110993748503,1,0.998,"3","RPL41"
0.863,1.44926052336071,0.726,2.09207355714282,1,0.987,"3","SAR1A"
0.862,2.85096323634939,0.724,4.22582016347842,0.839,0.19,"3","SLIT3"
0.862,1.22764583220369,0.724,1.77122261639117,1,0.985,"3","RPS23"
0.862,4.70732279335782,0.724,7.15415027782257,0.768,0.066,"3","NFKBIZ"
0.86,1.12069935831292,0.72,1.6169097507822,1,0.991,"3","RPS6"
0.858,1.0734952488138,0.716,1.54897914100294,1,0.969,"3","RPS12"
0.857,2.31000573971788,0.714,3.33651276277723,1,0.834,"3","CALD1"
0.857,1.05703195737848,0.714,1.52504631081315,1,0.998,"3","RPS3A"
0.857,1.79811225891735,0.714,2.70519503371621,0.893,0.319,"3","RRBP1"
0.857,1.31510348886871,0.714,1.94054930631235,0.893,0.277,"3","RBMS1"
0.857,2.72498382075015,0.714,4.31181472299601,0.839,0.173,"3","KCTD12"
0.856,3.45710378697812,0.712,5.00581787872679,0.768,0.126,"3","MEG3"
0.855,1.26764644772538,0.71,1.82901625998319,1,0.982,"3","RPL12"
0.855,3.08658013063952,0.71,4.61873911980278,0.839,0.23,"3","SDC4"
0.854,2.1005243576879,0.708,3.04074849179375,1,0.659,"3","FSTL1"
0.853,1.14929897458455,0.706,1.65856258990893,1,0.989,"3","HSP90B1"
0.852,1.84158355151243,0.704,2.66453073929402,0.964,0.454,"3","LAMB1"
0.849,1.62199673567637,0.698,2.34168622703794,1,0.785,"3","ANXA5"
0.849,1.91944092461753,0.698,2.77286228055934,0.946,0.856,"3","TPM1"
0.849,1.15160353807526,0.698,1.70444943680519,0.893,0.358,"3","SERPINH1"
0.848,2.94151623577913,0.696,4.3089258933099,0.964,0.527,"3","COL6A1"
0.846,2.09511927927391,0.692,3.02519634703087,0.982,0.644,"3","MFAP2"
0.844,1.59310395472416,0.688,2.30002080053527,1,0.867,"3","HDLBP"
0.844,3.57363901434153,0.688,6.38315958494806,0.714,0.038,"3","PTRF"
0.841,1.26654671530277,0.682,2.94281467728278,0.804,0.17,"3","ANXA2P2"
0.841,1.02467107536145,0.682,1.47843194050353,1,0.993,"3","EIF1"
0.841,1.71641938732531,0.682,2.48975336194279,0.929,0.478,"3","CDKN1C"
0.84,0.901044960191367,0.68,1.29998802100828,1,0.987,"3","RPL34"
0.84,2.64674555948019,0.68,3.87074144607203,0.75,0.113,"3","CCDC80"
0.84,2.12311710176729,0.68,3.07451092068747,0.946,0.527,"3","LIMA1"
0.84,3.46085486657178,0.68,5.04354894266727,0.821,0.277,"3","F3"
0.839,1.62364129449744,0.678,2.34733546651114,1,0.717,"3","IGDCC4"
0.839,4.07231388009024,0.678,9.43319027719335,0.696,0.031,"3","CD248"
0.838,3.99018811384871,0.676,6.78979207101217,0.714,0.066,"3","DSP"
0.838,0.798314879531462,0.676,1.15179778643527,1,0.996,"3","RPL13A"
0.837,2.0234499234325,0.674,2.92472333527964,0.982,0.796,"3","AXL"
0.836,2.44628904686971,0.672,3.56986482671955,0.964,0.529,"3","FNDC3B"
0.836,6.53871458650998,0.672,10.5639499354343,0.696,0.055,"3","OLFML3"
0.835,2.0831073591762,0.67,3.11607478590231,0.893,0.321,"3","DSE"
0.834,1.07127701960138,0.668,1.54556456591265,1,0.993,"3","RPL7"
0.833,0.941112733987685,0.666,1.35777822716319,1,0.993,"3","RPS14"
0.833,4.90863591954254,0.666,7.74391693640954,0.696,0.046,"3","PDGFRA"
0.833,0.783484248037441,0.666,1.13034295821717,1,0.998,"3","RPL21"
0.833,0.980043448195921,0.666,1.41393991326587,1,0.996,"3","RPS3"
0.832,3.17351452006042,0.664,4.83268369850426,0.75,0.148,"3","MYLIP"
0.832,0.993459093350321,0.664,1.43339975019953,1,0.973,"3","RPS5"
0.831,3.23787417765709,0.662,4.83957823105167,0.75,0.17,"3","PPIC"
0.831,1.31049447845979,0.662,1.89632912770098,0.982,0.723,"3","P4HA1"
0.83,4.52597631926628,0.66,6.66236332661531,0.696,0.073,"3","COL21A1"
0.83,1.58150721905628,0.66,2.31414031499154,0.839,0.243,"3","SEC24D"
0.83,2.44414543549625,0.66,3.63673095680725,0.786,0.192,"3","ADAMTS1"
0.83,3.78162814901082,0.66,5.5712856689999,0.75,0.142,"3","SLC40A1"
0.83,2.70081891941962,0.66,6.66956693553438,0.679,0.029,"3","PEAR1"
0.829,1.18628915468449,0.658,1.72245306012415,0.982,0.633,"3","LMAN1"
0.828,1.44526168493985,0.656,2.0954806399158,0.911,0.5,"3","KLF10"
0.827,0.94203204336274,0.654,1.35934452210699,1,0.996,"3","EIF2S3"
0.827,3.04348970919189,0.654,4.41857197812828,0.732,0.166,"3","TFPI"
0.827,4.12348206349399,0.654,6.04114740139532,0.696,0.075,"3","LINC00152"
0.827,1.6986921137722,0.654,2.5029039330401,0.821,0.263,"3","RP11-244F12.2"
0.826,1.50205207774721,0.652,2.17496779838623,0.982,0.843,"3","DNAJC3"
0.826,1.23201119256244,0.652,1.88129337647861,1,0.998,"3","KCNQ1OT1"
0.826,1.58615557232093,0.652,2.29542227147586,1,0.772,"3","KLF6"
0.825,1.2683330712499,0.65,1.8725183101879,0.982,0.593,"3","NEAT1"
0.824,1.98271878688061,0.648,2.90373411596739,0.821,0.21,"3","SERTAD1"
0.824,1.05009617875544,0.648,1.51524444588552,1,0.969,"3","SERF2"
0.823,2.22434943763805,0.646,3.22541126825584,0.839,0.345,"3","SERPINB6"
0.823,1.82760089168084,0.646,2.64577579423898,0.911,0.502,"3","CRABP2"
0.822,2.35122862670738,0.644,3.43863259321981,0.875,0.507,"3","FBLN1"
0.822,0.803202655182417,0.644,1.15889351347925,1,0.989,"3","RPS27A"
0.822,0.915733679780812,0.644,1.32121644324756,1,0.978,"3","RPL19"
0.821,4.11213541445701,0.642,6.16285442917786,0.661,0.04,"3","CPED1"
0.82,2.62876617818638,0.64,3.87469543901072,0.804,0.263,"3","NRP2"
0.82,0.966117873320247,0.64,1.39392652861531,1,0.987,"3","RPL17"
0.82,3.42624977150503,0.64,5.04393007221954,0.75,0.159,"3","ITGA5"
0.82,5.91105764544984,0.64,8.61041297446744,0.696,0.104,"3","MGP"
0.819,0.87053143427635,0.638,1.25607091538164,1,0.978,"3","RPLP1"
0.817,0.826863506979272,0.634,1.19303961475554,1,1,"3","SRSF6"
0.816,1.30212035073879,0.632,1.88855262437169,0.982,0.67,"3","KDELR2"
0.816,0.811197224313952,0.632,1.17047147976745,1,0.982,"3","RPL14"
0.816,1.72230333462069,0.632,2.676488516651,0.768,0.17,"3","MAFF"
0.815,0.886110981682339,0.63,1.27847995518429,1,0.98,"3","RPS28"
0.815,1.36457440875763,0.63,1.97743071420683,0.982,0.912,"3","SEC22B"
0.814,1.75594784024198,0.628,2.54876196989587,1,0.743,"3","CD99.1"
0.814,1.75594784024198,0.628,2.54876196989587,1,0.743,"3","CD99"
0.813,2.04301432293834,0.626,3.03056955669334,0.714,0.111,"3","ITPR2"
0.813,2.31096849923675,0.626,3.40129164175192,0.679,0.066,"3","TGFB2"
0.812,2.93736783884669,0.624,5.0159022435871,0.661,0.042,"3","NFATC2"
0.812,1.50602562761837,0.624,2.17466528831027,1,0.799,"3","RND3"
0.812,3.53081166900558,0.624,5.23602097261125,0.661,0.049,"3","FXYD5"
0.811,1.75094332081488,0.622,2.58831655640242,0.839,0.434,"3","AAED1"
0.811,2.1808381653293,0.622,3.23059905073009,0.768,0.181,"3","AC008440.5"
0.811,4.18683836750673,0.622,6.34740664767233,0.661,0.06,"3","GLT8D2"
0.811,3.76957064474674,0.622,5.51604833751088,0.696,0.139,"3","KRT8"
0.81,5.4230996351701,0.62,10.2542477261521,0.661,0.077,"3","SERPINE1"
0.81,3.54991962920648,0.62,5.25692573300424,0.679,0.102,"3","KDELR3"
0.81,0.735549779311038,0.62,1.06130823740247,1,0.993,"3","TMSB10"
0.81,2.38621245987284,0.62,3.5262393622854,0.804,0.265,"3","ATF3"
0.809,0.75500825022516,0.618,1.08934240782446,1,0.993,"3","RPS25"
0.808,1.58348170646497,0.616,2.34459687788672,0.875,0.403,"3","CREB3L2"
0.808,1.57907121708321,0.616,2.34604473352524,0.893,0.403,"3","SEMA5A"
0.808,3.23175271399696,0.616,5.41527002444325,0.661,0.058,"3","COL6A2"
0.808,3.22380738503348,0.616,4.68908706237856,0.804,0.341,"3","FRZB"
0.808,2.73385155106876,0.616,4.44019068156016,0.661,0.062,"3","DNM3OS"
0.192,1.04713298840806,0.616,1.55234914016383,0.214,0.785,"3","SUMO2P17"
0.807,1.44766520912465,0.614,2.09040289547611,1,0.841,"3","SSR3"
0.807,0.962787158551726,0.614,1.40709330324744,1,0.96,"3","AC010761.8"
0.807,3.03977086070223,0.614,4.77958373485717,0.75,0.237,"3","COL4A1"
0.806,5.62916911491881,0.612,8.67312917734255,0.643,0.055,"3","IGFBP3"
0.806,1.10255585855873,0.612,1.59143843869358,1,0.951,"3","ZFAS1"
0.805,0.981632232454198,0.61,1.41638831902546,1,0.949,"3","RPS21"
0.805,1.2400378004206,0.61,1.79881554248455,0.946,0.602,"3","ARCN1"
0.804,0.799018822367804,0.608,1.15286317830582,1,0.987,"3","RPL29"
0.804,1.03026457269965,0.608,1.4864881755321,1,0.982,"3","RPL36"
0.804,2.64281806963112,0.608,4.10142755421585,0.732,0.162,"3","ARHGAP28"
0.803,0.965453677474689,0.606,1.39354102473478,1,0.905,"3","SEC61G"
0.803,1.48608076585412,0.606,2.14602997576815,0.982,0.662,"3","MYL12A"
0.802,0.801765512640175,0.604,1.1568467420997,1,0.996,"3","RPL41.1"
0.802,0.829639167748253,0.604,1.19694718845674,1,1,"3","RPL3"
0.802,0.903431941112109,0.604,1.30339231701224,1,0.96,"3","AL162151.3"
0.802,1.47838199056943,0.604,2.13670509101856,0.929,0.56,"3","OAT"
0.801,2.11073731083627,0.602,3.09490902589063,0.821,0.294,"3","FILIP1L"
0.801,4.56350857064064,0.602,6.6576995861207,0.661,0.1,"3","TAGLN"
0.8,1.90864494800123,0.6,2.75514661844489,0.946,0.555,"3","GPC3"
0.8,6.07182697483088,0.6,9.92478396992698,0.625,0.035,"3","AQP1"
0.8,2.00424489824501,0.6,2.91875807787009,0.696,0.144,"3","DAB2"
0.8,1.7664760251629,0.6,2.56584840948039,0.839,0.367,"3","XBP1"
0.8,0.766570784112075,0.6,1.10597658641277,1,0.998,"3","RPL37A"
0.799,2.34165929538255,0.598,3.39354473511693,0.768,0.283,"3","SULF1"
0.799,0.936298296907941,0.598,1.35082839600247,1,1,"3","H3F3B"
